1,1,0
1.05,1.15,0.15
1.1,1.3,0.3
1.15,1.45,0.45
1.2,1.6,0.6
1.25,1.75,0.75
1.3,1.9,0.9
1.35,2.05,1.05
1.4,2.2,1.2
1.45,2.35,1.35
1.5,2.5,1.5
1.55,2.65,1.65
1.6,2.8,1.8
1.65,2.95,1.95
1.7,3.1,2.1
1.75,3.25,2.25
1.8,3.4,2.4
1.85,3.55,2.55
1.9,3.7,2.7
1.95,3.85,2.85
2,4,3
2.05,4.15,3.15
2.1,4.3,3.3
2.15,4.45,3.45
2.2,4.6,3.6
2.25,4.75,3.75
2.3,4.9,3.9
2.35,5.05,4.05
2.4,5.2,4.2
2.45,5.35,4.35
2.5,5.5,4.5
2.55,5.65,4.65
2.6,5.8,4.8
2.65,5.95,4.95
2.7,6.1,5.1
2.75,6.25,5.25
2.8,6.4,5.4
2.85,6.55,5.55
2.9,6.7,5.7
2.95,6.85,5.85
3,7,6
3.05,7.15,6.15
3.1,7.3,6.3
3.15,7.45,6.45
3.2,7.6,6.6
3.25,7.75,6.75
3.3,7.9,6.9
3.35,8.05,7.05
3.4,8.2,7.2
3.45,8.35,7.35
3.5,8.5,7.5
3.55,8.65,7.65
3.6,8.8,7.8
3.65,8.95,7.95
3.7,9.1,8.1
3.75,9.25,8.25
3.8,9.4,8.4
3.85,9.55,8.55
3.9,9.7,8.7
3.95,9.85,8.85
4,10,9
4.05,10.15,9.15
4.1,10.3,9.3
4.15,10.45,9.45
4.2,10.6,9.6
4.25,10.75,9.75
4.3,10.9,9.9
4.35,11.05,10.05
4.4,11.2,10.2
4.45,11.35,10.35
4.5,11.5,10.5
4.55,11.65,10.65
4.6,11.8,10.8
4.65,11.95,10.95
4.7,12.1,11.1
4.75,12.25,11.25
4.8,12.4,11.4
4.85,12.55,11.55
4.9,12.7,11.7
4.95,12.85,11.85
5,13,12
5.05,13.15,12.15
5.1,13.3,12.3
5.15,13.45,12.45
5.2,13.6,12.6
5.25,13.75,12.75
5.3,13.9,12.9
5.35,14.05,13.05
5.4,14.2,13.2
5.45,14.35,13.35
5.5,14.5,13.5
5.55,14.65,13.65
5.6,14.8,13.8
5.65,14.95,13.95
5.7,15.1,14.1
5.75,15.25,14.25
5.8,15.4,14.4
5.85,15.55,14.55
5.9,15.7,14.7
5.95,15.85,14.85
6,16,15
6.05,16.15,15.15
6.1,16.3,15.3
6.15,16.45,15.45
6.2,16.6,15.6
6.25,16.75,15.75
6.3,16.9,15.9
6.35,17.05,16.05
6.4,17.2,16.2
6.45,17.35,16.35
6.5,17.5,16.5
6.55,17.65,16.65
6.6,17.8,16.8
6.65,17.95,16.95
6.7,18.1,17.1
6.75,18.25,17.25
